person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
eow: monday, august 9,1982,cause of death: gunfire,gunfire,1982-08-09,1982,False,riley county police department, ks
eow: tuesday, august 10,1982,cause of death: assault,assault,1982-08-10,1982,False,uvalde county sheriff's office, tx
eow: friday, august 13,1982,cause of death: training accident,training accident,1982-08-13,1982,False,united states general services administration - federal protective service, us
eow: saturday, august 14,1982,cause of death: gunfire,gunfire,1982-08-14,1982,False,puerto rico police department, pr
eow: wednesday, august 18,1982,cause of death: gunfire (accidental),gunfire (accidental),1982-08-18,1982,False,houston police department, tx
eow: thursday, august 19,1982,cause of death: heart attack,heart attack,1982-08-19,1982,False,chicago police department, il
eow: thursday, august 19,1982,cause of death: motorcycle accident,motorcycle accident,1982-08-19,1982,False,odessa police department, tx
eow: tuesday, august 24,1982,cause of death: gunfire,gunfire,1982-08-24,1982,False,dona ana county sheriff's department, nm
eow: wednesday, august 25,1982,cause of death: vehicle pursuit,vehicle pursuit,1982-08-25,1982,False,utah highway patrol, ut
eow: sunday, august 29,1982,cause of death: automobile accident,automobile accident,1982-08-29,1982,False,mason police department, oh
eow: monday, august 30,1982,cause of death: gunfire,gunfire,1982-08-30,1982,False,new york state police, ny
eow: tuesday, august 31,1982,cause of death: gunfire,gunfire,1982-08-31,1982,False,florida department of corrections, fl
eow: tuesday, august 31,1982,cause of death: gunfire,gunfire,1982-08-31,1982,False,wayzata police department, mn
eow: thursday, september 2,1982,cause of death: gunfire,gunfire,1982-09-02,1982,False,nevada department of corrections, nv
eow: sunday, september 5,1982,cause of death: gunfire,gunfire,1982-09-05,1982,False,hollywood police department, fl
eow: monday, september 6,1982,cause of death: gunfire,gunfire,1982-09-06,1982,False,coconino county sheriff's department, az
eow: wednesday, september 8,1982,cause of death: automobile accident,automobile accident,1982-09-08,1982,False,union township police department, oh
eow: wednesday, september 8,1982,cause of death: vehicular assault,vehicular assault,1982-09-08,1982,False,cincinnati police department, oh
eow: saturday, september 11,1982,cause of death: vehicular assault,vehicular assault,1982-09-11,1982,False,berwick police department, me
eow: saturday, september 11,1982,cause of death: gunfire,gunfire,1982-09-11,1982,False,angelina county sheriff's office, tx
eow: tuesday, september 14,1982,cause of death: gunfire,gunfire,1982-09-14,1982,False,metropolitan police department, dc
eow: tuesday, september 14,1982,cause of death: vehicle pursuit,vehicle pursuit,1982-09-14,1982,False,new rochelle police department, ny
eow: monday, september 20,1982,cause of death: automobile accident,automobile accident,1982-09-20,1982,False,bexar county sheriff's office, tx
eow: thursday, september 23,1982,cause of death: vehicle pursuit,vehicle pursuit,1982-09-23,1982,False,laurens county sheriff's office, sc
eow: saturday, september 25,1982,cause of death: struck by vehicle,struck by vehicle,1982-09-25,1982,False,new jersey state police, nj
eow: saturday, september 25,1982,cause of death: gunfire,gunfire,1982-09-25,1982,False,united states department of justice - drug enforcement administration, us
eow: wednesday, september 29,1982,cause of death: gunfire,gunfire,1982-09-29,1982,False,franklin county sheriff's department, ms
eow: thursday, september 30,1982,cause of death: gunfire,gunfire,1982-09-30,1982,False,forest park police department, il
eow: thursday, september 30,1982,cause of death: gunfire,gunfire,1982-09-30,1982,False,yonkers police department, ny
eow: friday, october 1,1982,cause of death: struck by vehicle,struck by vehicle,1982-10-01,1982,False,chittenden county sheriff's department, vt
eow: wednesday, october 6,1982,cause of death: stabbed,stabbed,1982-10-06,1982,False,west baton rouge parish sheriff's office, la
eow: wednesday, october 6,1982,cause of death: gunfire,gunfire,1982-10-06,1982,False,eau claire police department, wi
eow: sunday, october 10,1982,cause of death: gunfire,gunfire,1982-10-10,1982,False,los angeles police department, ca
eow: thursday, october 14,1982,cause of death: gunfire,gunfire,1982-10-14,1982,False,puerto rico police department, pr
eow: monday, october 18,1982,cause of death: vehicular assault,vehicular assault,1982-10-18,1982,False,firestone police department, co
eow: tuesday, october 19,1982,cause of death: gunfire,gunfire,1982-10-19,1982,False,pensacola police department, fl
eow: saturday, october 23,1982,cause of death: vehicular assault,vehicular assault,1982-10-23,1982,False,middletown police department, nj
eow: sunday, october 24,1982,cause of death: assault,assault,1982-10-24,1982,False,illinois department of corrections, il
eow: monday, october 25,1982,cause of death: gunfire,gunfire,1982-10-25,1982,False,oakdale police department, mn
eow: thursday, october 28,1982,cause of death: gunfire,gunfire,1982-10-28,1982,False,mathis police department, tx
eow: friday, october 29,1982,cause of death: gunfire,gunfire,1982-10-29,1982,False,charleston county police department, sc
eow: saturday, october 30,1982,cause of death: gunfire,gunfire,1982-10-30,1982,False,new york city police department, ny
eow: sunday, october 31,1982,cause of death: gunfire (accidental),gunfire (accidental),1982-10-31,1982,False,birmingham police department, al
eow: wednesday, november 3,1982,cause of death: heart attack,heart attack,1982-11-03,1982,False,piqua police department, oh
eow: friday, november 5,1982,cause of death: vehicular assault,vehicular assault,1982-11-05,1982,False,fresno county sheriff's department, ca
eow: friday, november 5,1982,cause of death: heart attack,heart attack,1982-11-05,1982,False,st. charles parish sheriff's office, la
eow: friday, november 5,1982,cause of death: vehicular assault,vehicular assault,1982-11-05,1982,False,missoula police department, mt
eow: friday, november 5,1982,cause of death: gunfire,gunfire,1982-11-05,1982,False,travis county sheriff's office, tx
eow: saturday, november 6,1982,cause of death: gunfire,gunfire,1982-11-06,1982,False,volusia county sheriff's office, fl
eow: saturday, november 20,1982,cause of death: struck by vehicle,struck by vehicle,1982-11-20,1982,False,ohio state highway patrol, oh
eow: sunday, november 28,1982,cause of death: assault,assault,1982-11-28,1982,False,alabama department of conservation and natural resources - wildlife and freshwater fisheries, al
eow: sunday, november 28,1982,cause of death: vehicular assault,vehicular assault,1982-11-28,1982,False,euless police department, tx
eow: monday, november 29,1982,cause of death: gunfire,gunfire,1982-11-29,1982,False,humboldt county sheriff's department, ca
eow: monday, december 6,1982,cause of death: gunfire,gunfire,1982-12-06,1982,False,colorado springs police department, co
eow: monday, december 6,1982,cause of death: struck by vehicle,struck by vehicle,1982-12-06,1982,False,connecticut state police, ct
eow: wednesday, december 8,1982,cause of death: vehicular assault,vehicular assault,1982-12-08,1982,False,prince george's county police department, md
eow: wednesday, december 8,1982,cause of death: gunfire,gunfire,1982-12-08,1982,False,niles police department, oh
eow: thursday, december 9,1982,cause of death: gunfire,gunfire,1982-12-09,1982,False,spencer police department, ok
eow: tuesday, december 14,1982,cause of death: struck by vehicle,struck by vehicle,1982-12-14,1982,False,bexar county sheriff's office, tx
eow: wednesday, december 15,1982,cause of death: gunfire,gunfire,1982-12-15,1982,False,metropolitan police department, dc
eow: thursday, december 16,1982,cause of death: aircraft accident,aircraft accident,1982-12-16,1982,False,united states department of justice - federal bureau of investigation, us
eow: thursday, december 16,1982,cause of death: aircraft accident,aircraft accident,1982-12-16,1982,False,west virginia state police, wv
eow: saturday, december 18,1982,cause of death: automobile accident,automobile accident,1982-12-18,1982,False,fort morgan police department, co
eow: wednesday, december 22,1982,cause of death: gunfire,gunfire,1982-12-22,1982,False,hallandale police department, fl
eow: wednesday, december 22,1982,cause of death: fall,fall,1982-12-22,1982,False,cle elum police department, wa
eow: saturday, december 25,1982,cause of death: automobile accident,automobile accident,1982-12-25,1982,False,puerto rico police department, pr
eow: saturday, december 25,1982,cause of death: stabbed,stabbed,1982-12-25,1982,False,united states department of justice - federal bureau of prisons, us
eow: friday, december 31,1982,cause of death: vehicular assault,vehicular assault,1982-12-31,1982,False,titusville police department, fl
eow: thursday, october 14,1982,cause of death: stabbed,stabbed,1982-10-14,1982,True,trenton police department, nj
eow: monday, december 6,1982,cause of death: gunfire,gunfire,1982-12-06,1982,True,los angeles county sheriff's department, ca
eow: sunday, january 2,1983,cause of death: vehicle pursuit,vehicle pursuit,1983-01-02,1983,False,sacramento county sheriff's department, ca
eow: monday, january 3,1983,cause of death: struck by vehicle,struck by vehicle,1983-01-03,1983,False,winston-salem police department, nc
eow: tuesday, january 4,1983,cause of death: struck by vehicle,struck by vehicle,1983-01-04,1983,False,jay county sheriff's department, in
eow: tuesday, january 4,1983,cause of death: gunfire,gunfire,1983-01-04,1983,False,perry county sheriff's office, ky
eow: wednesday, january 5,1983,cause of death: gunfire,gunfire,1983-01-05,1983,False,elk city police department, ok
eow: thursday, january 6,1983,cause of death: vehicle pursuit,vehicle pursuit,1983-01-06,1983,False,pennsylvania state police, pa
eow: friday, january 7,1983,cause of death: gunfire,gunfire,1983-01-07,1983,False,puerto rico police department, pr
eow: sunday, january 9,1983,cause of death: gunfire,gunfire,1983-01-09,1983,False,pine lawn police department, mo
eow: wednesday, january 12,1983,cause of death: gunfire,gunfire,1983-01-12,1983,False,marengo county sheriff's department, al
eow: wednesday, january 12,1983,cause of death: stabbed,stabbed,1983-01-12,1983,False,georgia bureau of investigation, ga
eow: wednesday, january 12,1983,cause of death: assault,assault,1983-01-12,1983,False,memphis police department, tn
eow: thursday, january 13,1983,cause of death: gunfire,gunfire,1983-01-13,1983,False,santa cruz county sheriff's office, ca
eow: friday, january 14,1983,cause of death: exposure,exposure,1983-01-14,1983,False,alaska state troopers - fish and wildlife protection, ak
eow: friday, january 14,1983,cause of death: gunfire,gunfire,1983-01-14,1983,False,chicago police department, il
eow: friday, january 14,1983,cause of death: heart attack,heart attack,1983-01-14,1983,False,philadelphia police department, pa
eow: saturday, january 15,1983,cause of death: gunfire,gunfire,1983-01-15,1983,False,kodiak police department, ak
eow: sunday, january 16,1983,cause of death: gunfire,gunfire,1983-01-16,1983,False,dallas police department, tx
eow: wednesday, january 19,1983,cause of death: vehicular assault,vehicular assault,1983-01-19,1983,False,indianapolis police department, in
eow: tuesday, january 25,1983,cause of death: heart attack,heart attack,1983-01-25,1983,False,clinton police department, il
eow: monday, january 31,1983,cause of death: struck by vehicle,struck by vehicle,1983-01-31,1983,False,illinois secretary of state police department, il
eow: wednesday, february 2,1983,cause of death: automobile accident,automobile accident,1983-02-02,1983,False,new york state police, ny
